0,1,2,3,4,5,6,7,8,9,10,11,12
-312.63995,165.35971,-25.437307,-0.68240243,15.08253,2.3280706,-8.893327,5.532821,-1.5257518,-14.237322,-16.337461,-5.2473817,-7.87949
-310.24338,177.41493,-18.922613,5.418423,25.728336,13.379607,-10.957555,6.0056515,-5.6041255,-17.743092,-11.154949,-3.7183216,-11.582285
-281.8221,168.48526,-13.952439,20.531984,35.390625,23.183592,-16.829998,14.162286,-1.9385331,-13.927689,-8.737396,-2.323847,-18.096876
-307.03284,176.86754,-15.408931,28.652437,39.283466,19.590431,-4.085112,12.47139,-9.4375105,-18.45224,-9.822565,-9.343,-18.89691
-325.4109,166.83473,-8.796111,16.493938,19.99993,5.975254,-9.245195,5.561463,-4.0236974,-9.688439,-9.905084,0.4609791,-13.004836
-295.476,167.67766,-10.42278,12.693955,18.05069,7.6893926,-15.212427,13.050385,-7.398165,-6.164572,-9.577395,-1.8127624,-11.130738
-310.0562,154.6642,-13.833094,28.902231,25.39759,21.739054,-0.42315057,10.257803,-10.38964,-1.3320568,-14.670743,-7.884735,-11.167917
-334.77783,117.727196,-25.326088,32.816517,39.615837,22.371817,-9.065902,12.057295,-3.1443968,-0.8507561,0.07257988,-3.8283393,-13.387242
-516.2543,131.44884,-35.07636,4.570952,10.296001,18.289043,-11.646992,22.577585,-14.667496,20.628666,-5.2565775,5.791044,-14.044007
-498.97607,139.82295,-44.613377,-8.681663,7.6774726,10.949779,-5.7336564,20.851746,-19.292177,8.360346,-2.9734206,-1.7404989,-11.854432
-278.7444,145.8556,-20.588871,35.31716,41.415516,23.879719,-10.287897,4.424939,-1.3583556,-13.406723,-10.613605,-7.7755413,-21.86323
-287.70056,163.29651,-6.502,19.109158,16.531836,9.012519,-10.473713,17.550077,-9.359816,-6.887918,-5.17318,2.0419621,-8.73909
-260.00107,175.81363,-3.694267,23.80838,10.432787,-5.496124,-16.623808,23.090656,-4.9583035,-9.110845,-9.216424,-5.8391867,-8.478163
