0,1,2,3,4,5,6,7,8,9,10,11,12
-357.72867,134.97482,-19.906635,42.28386,-12.715579,23.081675,-13.728596,0.9667205,11.039914,-17.01836,8.9069,-2.671688,-1.0904548
-364.43277,112.20711,-50.62079,59.81882,2.192748,39.870266,-19.684687,-0.5100941,11.764743,-18.061012,9.605524,-8.404768,-0.88953245
-311.7149,149.86449,-38.854565,64.161896,1.8031251,54.699474,-19.03255,3.8919113,8.086775,-28.481426,7.0088625,-13.644907,-7.3849535
-355.87784,142.23396,-28.58766,60.876266,-13.933135,25.260202,-20.780447,6.544913,14.0827875,-17.804071,9.358847,-10.065858,-1.9548827
-326.90616,143.09744,-10.919882,52.689514,-12.918499,19.491535,-18.339798,4.1648407,11.493474,-19.32386,1.4709384,-12.348908,-2.841146
-371.16476,115.81821,-41.445877,65.56037,-18.740652,51.72923,-12.455707,-4.2383337,10.095873,-12.998658,4.9003477,-8.348054,8.427907
-343.77863,96.61853,-37.37214,55.662037,-21.340952,46.67765,-12.090748,-2.1987805,3.64716,-19.638735,12.534152,-6.3721075,3.9385352
-325.82294,136.15044,-39.422268,67.86993,-7.4409413,50.958626,-16.284372,-8.598959,0.20651586,-21.116364,17.336655,-11.873305,-4.4728484
-293.91876,163.51552,-27.59772,50.3501,-0.0202656,42.59896,-14.334878,-6.483275,2.5000684,-30.933508,5.71796,-3.0595298,-3.4986951
-333.9661,140.46643,-20.62207,58.614902,-10.871577,38.646786,-17.5902,4.197762,4.3032274,-28.949116,14.520026,-8.641617,-5.6238995
-401.19452,105.3214,-55.39166,55.379425,-23.472044,44.37988,-16.79055,2.625327,5.704249,-18.142271,16.516136,-6.908093,3.3396487
-275.04834,144.3466,-38.320843,59.463062,15.725229,45.062428,-8.878674,-13.069415,-1.4391978,-27.590836,2.6798964,-6.511721,-5.800507
-353.82526,128.85275,-35.78971,54.739326,-19.1883,44.427593,-18.960697,3.9905946,3.229036,-16.763567,19.22473,-11.447035,-0.70541674
-367.6119,118.07655,-59.99089,56.095325,-16.61033,47.17288,-10.108801,11.016494,8.638005,-21.508583,7.849556,-9.166275,8.939511
-333.5042,134.86362,-34.490776,65.86362,-19.282778,39.312553,-21.051317,1.8215754,10.027896,-20.039057,10.513659,-10.833296,-1.5849044
-323.1596,157.94664,-35.98106,66.13293,-10.270007,44.33515,-22.727057,3.8469398,7.3074293,-26.75486,6.102674,-6.05736,3.049407
-410.86914,98.24735,-54.058697,51.82221,-19.64491,42.521496,-14.12058,2.5623605,4.7086887,-12.231488,14.937134,-10.868106,4.5572205
-321.1879,132.41933,-36.876503,65.10611,-14.37678,37.099712,-16.877764,-7.9201446,12.138546,-19.324127,3.457329,-7.7398143,-1.7278306
-349.0024,135.2883,-49.052063,76.29822,3.8545961,46.607216,-9.013342,-6.1145234,8.151738,-19.172352,6.6890397,-8.316355,-7.8532085
-358.64944,122.310165,-29.134333,61.16879,-19.104765,36.74527,-17.746147,-0.6485437,7.927223,-15.833143,10.316355,-6.98137,-1.7334759
-353.2185,127.66223,-38.471706,51.686333,-22.27014,38.246223,-23.996548,3.312914,6.4974766,-19.455341,14.727475,-10.696671,-0.7010205
-356.23828,143.08879,-27.259493,61.58079,-12.448225,32.439133,-18.18622,2.7657804,15.17171,-15.459337,9.109683,-5.7756147,1.305106
-336.08148,147.85023,-32.56415,73.37057,-0.3754087,53.39696,-10.090505,-9.097669,3.7711227,-25.748398,6.417479,-7.8927917,-6.5805054
-359.61972,117.92107,-47.32652,76.3603,-20.852112,39.70081,-6.0477505,-1.2315112,6.021785,-19.414894,16.833689,-11.714143,-3.2623513
-314.4685,132.5498,-24.199514,67.80854,-28.042862,29.99773,-23.405281,15.088523,17.697289,-22.366741,7.0361977,-13.790825,-1.5642775
-470.60892,129.60497,-89.27248,69.799446,-53.339138,56.84886,-20.470211,10.488528,6.5741057,-8.936131,25.221016,-9.958335,15.371514
-328.15823,125.407974,-34.01265,65.890816,-25.631733,34.781326,-21.210712,13.846679,12.273876,-21.395086,9.506928,-14.62538,1.1621593
-329.48325,160.73921,-21.454504,54.733337,-12.469415,45.33615,-9.231142,14.501507,8.592736,-28.04689,-0.07645935,-15.795525,-0.9298845
-329.8298,163.64886,-24.996922,48.882008,-18.683737,33.75065,-20.125439,17.710825,15.071484,-28.750158,3.2250376,-11.0022335,3.9248128
